,INCHIKEY,31
4515,LLDVHTHYXJXWQV-UHFFFAOYSA-N,-1.0
4516,LLEJIEBFSOEYIV-UHFFFAOYSA-N,-1.0
4517,LLHCVWIEIRPOAK-UHFFFAOYSA-N,-1.0
4518,LLHVRXFKIUMHND-UHFFFAOYSA-N,-1.0
4519,LLIGLHYTXFHWLO-UHFFFAOYSA-N,-1.0
4520,LLJFMFZYVVLQKT-UHFFFAOYSA-N,-1.0
4521,LLLQTDSSHZREGW-AATRIKPKSA-N,-1.0
4522,LLNZVRCHUHIFMZ-UHFFFAOYSA-N,-1.0
4523,LLPRUPUFKSSBQN-UHFFFAOYSA-N,-1.0
4524,LLQANBYCBIAPTJ-UHFFFAOYSA-N,-1.0
4525,LLQNPEYESAHQLS-UHFFFAOYSA-N,-1.0
4526,LLSXYFJOCGQBQY-UHFFFAOYSA-N,-1.0
4527,LLTDQJRCIJWYTM-UHFFFAOYSA-N,-1.0
4528,LLULZOSOUFKNIG-UHFFFAOYSA-N,-1.0
4529,LLWHFCREIKFHTF-UHFFFAOYSA-N,-1.0
4530,LLXDUUGOALZQRF-UHFFFAOYSA-N,-1.0
4531,LLXMFGUPTWJCFQ-UHFFFAOYSA-N,-1.0
4532,LLYNLQDHLONHOO-DTQAZKPQSA-N,-1.0
4533,LLZGEIHNFCBNLX-UHFFFAOYSA-N,-1.0
4534,LMAQDESVPXCBAL-UHFFFAOYSA-N,-1.0
4535,LMBAUGFGWDFXIE-UHFFFAOYSA-N,-1.0
4536,LMCCBWSELFUBDN-UHFFFAOYSA-N,-1.0
4537,LMEBUDRQJGLULG-UHFFFAOYSA-N,-1.0
4538,LMEKQMALGUDUQG-UHFFFAOYSA-N,0.0
4539,LMGISOPGJGQDCH-FHAGJXEFSA-N,-1.0
4540,LMGWAOOAXAUGMU-UHFFFAOYSA-N,-1.0
4541,LMHRUVOWZDZKLT-UHFFFAOYSA-N,-1.0
4542,LMHXQQKGADTQJD-UHFFFAOYSA-N,-1.0
4543,LMJSLTNSBFUCMU-UHFFFAOYSA-N,0.0
4544,LMMSCJMQRKXZQB-UHFFFAOYSA-N,-1.0
4545,LMPZHLXYBWGGNT-UHFFFAOYSA-N,-1.0
4546,LMPZWYJEHZUASK-MKMNVTDBSA-N,-1.0
4547,LMQBMWHHGVZWMR-UHFFFAOYSA-N,1.0
4548,LMQLBFGGBUCAPF-UHFFFAOYSA-N,-1.0
4549,LMVZTBIOACDZHD-ZHACJKMWSA-N,-1.0
4550,LMWFDNMZTICDIT-UHFFFAOYSA-N,-1.0
4551,LMWGPKORGYIWNW-TVZXLZGTSA-N,-1.0
4552,LMWGPKORGYIWNW-VVZHRXSXSA-N,-1.0
4553,LMYACBAJSFEPOG-KIAQLKRMSA-N,-1.0
4554,LMYSNFBROWBKMB-UHFFFAOYSA-N,0.0
4555,LMZQJGGRXMHMEB-UHFFFAOYSA-N,-1.0
4556,LNEPOXFFQSENCJ-UHFFFAOYSA-N,1.0
4557,LNGCCBILHXCZLI-UHFFFAOYSA-N,-1.0
4558,LNGPKGVQSMWPND-UHFFFAOYSA-N,-1.0
4559,LNHHUUBVHBPJRG-UHFFFAOYSA-N,-1.0
4560,LNKICYFZMXUPEP-OEAKJJBVSA-N,-1.0
4561,LNKOACNOJFAKRD-UHFFFAOYSA-N,-1.0
4562,LNLLWFFXFPKOOV-NTMALXAHSA-N,-1.0
4563,LNNIKLNELUQODG-GQCTYLIASA-N,1.0
4564,LNPBULPTWCKZSR-UHFFFAOYSA-N,-1.0
4565,LNPDTQAFDNKSHK-UHFFFAOYSA-N,-1.0
4566,LNROJYWTBBRMMG-UHFFFAOYSA-N,-1.0
4567,LNVXTFBKKJARDM-UHFFFAOYSA-N,-1.0
4568,LNWCSHCCFJYCEZ-UHFFFAOYSA-N,-1.0
4569,LNWUGGPDGVUHOY-UHFFFAOYSA-N,-1.0
4570,LNWUZDAXRXUTPL-UHFFFAOYSA-N,-1.0
4571,LNZCJNUEANFGNY-UHFFFAOYSA-N,-1.0
4572,LOBCDGHHHHGHFA-UHFFFAOYSA-N,0.0
4573,LOBOMSGBFMNHBJ-RVPNDLLZSA-N,-1.0
4574,LOCPVWIREQIGNQ-UHFFFAOYSA-N,-1.0
4575,LOCYCRDZJGPBQB-UHFFFAOYSA-N,-1.0
4576,LOGJQOUIVKBFGH-YBEGLDIGSA-N,-1.0
4577,LOHJNFDYGMTTSN-UHFFFAOYSA-N,-1.0
4578,LOIKNWPFNIRTAC-UHFFFAOYSA-N,-1.0
4579,LOIMLXAZXSZWCV-UHFFFAOYSA-N,-1.0
4580,LONJHSQLGJHHKK-UHFFFAOYSA-N,-1.0
4581,LOPBZILAZMWERO-HTCHUFIESA-N,-1.0
4582,LORDMKGLLKRCJP-UHFFFAOYSA-N,-1.0
4583,LOSUXKDBEKGFNK-UHFFFAOYSA-N,-1.0
4584,LOTXDUWATXMTKQ-UHFFFAOYSA-N,-1.0
4585,LOUPRKONTZGTKE-LHHVKLHASA-N,0.0
4586,LOUYEVRVQGFIFB-UHFFFAOYSA-N,-1.0
4587,LOVTUHYZJSFFMH-UHFFFAOYSA-N,0.0
4588,LOWWUGJFIKLJBS-UHFFFAOYSA-N,-1.0
4589,LPCVVVLTUPKXIU-UHFFFAOYSA-N,-1.0
4590,LPEJECVDLDVRQG-UHFFFAOYSA-N,-1.0
4591,LPEPZBJOKDYZAD-UHFFFAOYSA-N,0.0
4592,LPFXTJFIRLVDEP-UHFFFAOYSA-N,-1.0
4593,LPHMGGGPTYTPEH-UHFFFAOYSA-N,-1.0
4594,LPHQKRKEXZBEJK-UHFFFAOYSA-N,-1.0
4595,LPLIRDQZBOMOQI-UHFFFAOYSA-N,-1.0
4596,LPLUMFPBJGLPKS-UHFFFAOYSA-N,-1.0
4597,LPMXVESGRSUGHW-HBYQJFLCSA-N,-1.0
4598,LPPBUZPLSGDYOL-UHFFFAOYSA-N,-1.0
4599,LPRQOGCKVPAJAY-UHFFFAOYSA-N,-1.0
4600,LPUUHMIWHPZXGE-UHFFFAOYSA-N,-1.0
4601,LPUZQJZCNFPGJC-UHFFFAOYSA-N,-1.0
4602,LPWFEDGLJDFTSH-MDWZMJQESA-N,-1.0
4603,LPWXUONYIRUZDS-UHFFFAOYSA-N,-1.0
4604,LPXKYNWQXZMLJC-UHFFFAOYSA-N,0.0
4605,LPYPBNDLZWQTLT-UHFFFAOYSA-N,-1.0
4606,LQANGKSBLPMBTJ-BRSNVKEHSA-N,-1.0
4607,LQCBYQAQSZUBRW-UHFFFAOYSA-N,-1.0
4608,LQDXKBVVWFOXLJ-UHFFFAOYSA-N,-1.0
4609,LQEOPHGPHCWOAC-UHFFFAOYSA-N,-1.0
4610,LQGUBLBATBMXHT-UHFFFAOYSA-N,-1.0
4611,LQKZLYZBKGTRSC-UHFFFAOYSA-N,-1.0
4612,LQRXVRDYPFEJOP-UHFFFAOYSA-N,-1.0
4613,LQVJZDWTGCAAAV-UHFFFAOYSA-N,-1.0
4614,LQYXSXYNJWKSML-UHFFFAOYSA-N,-1.0
4615,LRBIOTSODMGLHL-UHFFFAOYSA-N,-1.0
4616,LRDWIZFOJOHHOT-CDHQVMDDSA-N,-1.0
4617,LRIOLIRAHBAFRT-UHFFFAOYSA-N,-1.0
4618,LRMITMUUQVAMMW-UHFFFAOYSA-N,-1.0
4619,LRMURALCBANCSV-UHFFFAOYSA-N,-1.0
4620,LRNSEWVOKBURRE-UHFFFAOYSA-N,-1.0
4621,LRWGRVABKCHCSI-CAPFRKAQSA-N,-1.0
4622,LRWGXKLZCZFPDZ-UHFFFAOYSA-N,0.0
4623,LRXLNMZQHZJZBB-UHFFFAOYSA-N,-1.0
4624,LRZDWJSTQDTGRF-UHFFFAOYSA-N,-1.0
4625,LSBYIDOKZSKXHL-AATRIKPKSA-N,-1.0
4626,LSFRGFNDMPLMAU-UHFFFAOYSA-N,-1.0
4627,LSIJVGVQXDFLSS-UHFFFAOYSA-N,-1.0
4628,LSIWXDPULIKEFZ-UHFFFAOYSA-N,-1.0
4629,LSKFJJLXCXBANC-FYQCMVGJSA-N,-1.0
4630,LSLATZWQNULGKH-UHFFFAOYSA-N,-1.0
4631,LSLBZAFVKUEBJS-UHFFFAOYSA-N,-1.0
4632,LSLYBGCMZYXURD-UHFFFAOYSA-N,-1.0
4633,LSNBRXNBIYYOLX-UHFFFAOYSA-N,-1.0
4634,LSNVXZMZSSMVNR-UHFFFAOYSA-N,-1.0
4635,LSPKTCDNEYNTJW-UHFFFAOYSA-N,-1.0
4636,LSTQBCLFJHIIGJ-UHFFFAOYSA-N,-1.0
4637,LSTQFCLDGQRHFH-UHFFFAOYSA-N,-1.0
4638,LSUFUTWCMUAOEF-UHFFFAOYSA-N,0.0
4639,LSZQUPRZSNNOKU-UHFFFAOYSA-N,-1.0
4640,LTEMSSPLCZTGSU-UHFFFAOYSA-N,-1.0
4641,LTFMFZZHUKXPMV-UHFFFAOYSA-N,-1.0
4642,LTGPLPDAYODTGM-UHFFFAOYSA-N,-1.0
4643,LTGSQWQGPXSEAT-UHFFFAOYSA-N,-1.0
4644,LTGZXNNLHRHJJD-UHFFFAOYSA-N,-1.0
4645,LTLRHXMASFZIIK-UHFFFAOYSA-N,-1.0
4646,LTMHDMANZUZIPE-PUGKRICDSA-N,-1.0
4647,LTNKTZLUELXRHA-UHFFFAOYSA-N,-1.0
4648,LTQXESHHKQUOEG-UHFFFAOYSA-N,-1.0
4649,LTRHHYCDHDAFSE-UHFFFAOYSA-N,-1.0
4650,LTRKZIXDSRFKLT-UHFFFAOYSA-N,-1.0
4651,LTSHFFRMSMRSGJ-YVMONPNESA-N,-1.0
4652,LTSKUXQBYQHKHB-UHFFFAOYSA-N,-1.0
4653,LTTNTPOYRNRKKM-UHFFFAOYSA-N,-1.0
4654,LTUAOGFECIPAMP-ZHACJKMWSA-N,-1.0
4655,LTVKLRHBVSLSPX-UHFFFAOYSA-N,-1.0
4656,LTVSJAQANUCADC-UHFFFAOYSA-N,-1.0
4657,LUALIOATIOESLM-UHFFFAOYSA-N,-1.0
4658,LUBYNXKDESUSRO-UHFFFAOYSA-N,-1.0
4659,LUDFMDONZJCSHW-UHFFFAOYSA-N,-1.0
4660,LUECMNNNXOJWOU-UHFFFAOYSA-N,-1.0
4661,LUHKAFLEPLFVGB-UHFFFAOYSA-N,-1.0
4662,LUINDDOUWHRIPW-UHFFFAOYSA-N,-1.0
4663,LUJCSBDPIKBOMN-UHFFFAOYSA-N,-1.0
4664,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,-1.0
4665,LUOCXXDTDABFKK-UHFFFAOYSA-N,-1.0
4666,LURIBFAGFFWGCY-UHFFFAOYSA-N,-1.0
4667,LURWMMNYAXSHCC-UHFFFAOYSA-N,-1.0
4668,LUSCQGWIOGZNHP-LXWOLXCRSA-N,-1.0
4669,LUSCQGWIOGZNHP-MRJKTFCFSA-N,-1.0
4670,LUSCQGWIOGZNHP-MVOZIGHISA-N,-1.0
4671,LUSCQGWIOGZNHP-UXWDXCIHSA-N,-1.0
4672,LUSOSEJHURWLPR-UHFFFAOYSA-N,-1.0
4673,LUUOWXXADLJYNT-UHFFFAOYSA-N,-1.0
4674,LUVINOPLWTUFRM-UHFFFAOYSA-N,-1.0
4675,LUXHROLGPZZXIX-UHFFFAOYSA-N,-1.0
4676,LUXUEXDAQBVPHW-UHFFFAOYSA-N,-1.0
4677,LUZRJRNZXALNLM-UHFFFAOYSA-N,-1.0
4678,LVEKLDDDZPRYNR-UHFFFAOYSA-N,-1.0
4679,LVENVUHBIDYWKR-UHFFFAOYSA-N,-1.0
4680,LVHGDSJZQCLVQX-UHFFFAOYSA-N,-1.0
4681,LVJPXCCGXRNQFT-UHFFFAOYSA-N,-1.0
4682,LVKAALLVKHHHGN-PTNGSMBKSA-N,-1.0
4683,LVKKWCOINMSBPK-UHFFFAOYSA-N,-1.0
4684,LVNGAGGSJOKECY-UHFFFAOYSA-N,-1.0
4685,LVOYLLOLYGVLEE-UHFFFAOYSA-N,-1.0
4686,LVPFTFPRHGPUHX-UHFFFAOYSA-N,-1.0
4687,LVQVEKLXWORDSL-UHFFFAOYSA-N,-1.0
4688,LVRHABGQKFQNCY-UHFFFAOYSA-N,-1.0
4689,LVWAWTKAIJTWBK-UHFFFAOYSA-N,-1.0
4690,LVYPAEPKTFJTIC-UHFFFAOYSA-N,-1.0
4691,LVYVUROZBDFRGK-UHFFFAOYSA-N,-1.0
4692,LVZUSTPGZTVFPA-UHFFFAOYSA-N,-1.0
4693,LWBBUCGSHRGUKW-UHFFFAOYSA-N,-1.0
4694,LWESVAXZNLNFCM-UHFFFAOYSA-N,-1.0
4695,LWEURLAVRKTZGX-UHFFFAOYSA-N,-1.0
4696,LWFIBLCVEXHJFH-UHFFFAOYSA-N,-1.0
4697,LWJYCGCUKJOZSM-JCMHNJIXSA-N,-1.0
4698,LWOQARAPSINWHX-UHFFFAOYSA-N,1.0
4699,LWPBFRIHRVOUNK-UHFFFAOYSA-N,-1.0
4700,LWQGHDIWAWMBHP-UHFFFAOYSA-N,-1.0
4701,LWQQLNNNIPYSNX-UROSTWAQSA-N,-1.0
4702,LWRQPXNDCLGMNQ-UHFFFAOYSA-N,-1.0
4703,LWRQZGYFWBEOGR-UHFFFAOYSA-N,-1.0
4704,LWULHXVBLMWCHO-UHFFFAOYSA-N,-1.0
4705,LWULRPYIMPIYQD-UHFFFAOYSA-N,-1.0
4706,LWWPJRYUNFTHPP-UHFFFAOYSA-N,-1.0
4707,LWYDPGRQTYLOHQ-UHFFFAOYSA-N,-1.0
4708,LWYGHCMJFFJCLG-UHFFFAOYSA-N,-1.0
4709,LWYYYWNLCLHWQV-UHFFFAOYSA-N,-1.0
4710,LXCBRCMMHXRQIR-UHFFFAOYSA-N,-1.0
4711,LXCSCBRELHFMMF-UHFFFAOYSA-N,-1.0
4712,LXEGLNQYFVTKMV-UHFFFAOYSA-N,-1.0
4713,LXEMPRNXHOVTQT-UHFFFAOYSA-N,-1.0
4714,LXFHSCDLMBZYKY-UHFFFAOYSA-N,-1.0
4715,LXHRVYBKTPIEMY-UHFFFAOYSA-N,-1.0
4716,LXINDZIEMNVCHR-UHFFFAOYSA-N,-1.0
4717,LXJZSYGAJCUBQM-WZOHSFFVSA-N,-1.0
4718,LXMSZDCAJNLERA-ZHYRCANASA-N,-1.0
4719,LXNDLNJERAGOBV-WYMLVPIESA-N,-1.0
4720,LXNUZWHEMOKYNJ-UHFFFAOYSA-N,-1.0
4721,LXPFFYQTJXBQJX-UHFFFAOYSA-N,-1.0
4722,LYALUJDOJBFGIU-UHFFFAOYSA-N,-1.0
4723,LYBGHJWHZSMJAA-CPNJWEJPSA-N,-1.0
4724,LYCSQYGDKXPKPY-AWEZNQCLSA-N,0.0
4725,LYDBHCHWWOEKQE-MKVNITDJSA-N,-1.0
4726,LYMFRBIZGHZFCS-UHFFFAOYSA-N,-1.0
4727,LYMGYWLJIICTTO-CJLVFECKSA-N,-1.0
4728,LYPDZWFWTRSAIS-UHFFFAOYSA-N,-1.0
4729,LYTRGAWLJLRTGI-UHFFFAOYSA-N,-1.0
4730,LYTZFYGVCIXOGQ-UHFFFAOYSA-N,-1.0
4731,LYURDMGWTPAOKT-UHFFFAOYSA-N,-1.0
4732,LYVCFZODSMSCFI-UHFFFAOYSA-N,-1.0
4733,LYWBRJBDEPWFAP-UHFFFAOYSA-N,-1.0
4734,LYXJGNOOZKYQIK-UHFFFAOYSA-N,-1.0
4735,LZAXPYOBKSJSEX-UHFFFAOYSA-N,-1.0
4736,LZBHZRCIZJRQGZ-UHFFFAOYSA-N,-1.0
4737,LZCOBWKVDSSOBB-UHFFFAOYSA-N,-1.0
4738,LZDQKGBRYFXSLM-UHFFFAOYSA-N,-1.0
4739,LZGGMIYLNQXAPB-UHFFFAOYSA-N,-1.0
4740,LZGYTCYRPUXDRI-UHFFFAOYSA-N,-1.0
4741,LZHQIMCBWDPRNV-UHFFFAOYSA-N,-1.0
4742,LZHVIPISAHVSNV-UHFFFAOYSA-N,-1.0
4743,LZJRNLRASBVRRX-UHFFFAOYSA-N,-1.0
4744,LZJRNLRASBVRRX-ZDUSSCGKSA-N,-1.0
4745,LZMWKHMCXZOKLD-UHFFFAOYSA-N,-1.0
4746,LZRQCLPDICKWHD-MBWUYLOXSA-N,-1.0
4747,LZWIHINQWHMUFB-UHFFFAOYSA-N,-1.0
4748,LZWJFQBILOLXMS-UHFFFAOYSA-N,-1.0
4749,MAASHDQFQDDECQ-UHFFFAOYSA-N,1.0
4750,MAASMNPMEJWKDV-UHFFFAOYSA-N,1.0
4751,MABMFNDGXMALMG-UHFFFAOYSA-N,-1.0
4752,MADHSJGAYLGOTF-UHFFFAOYSA-N,-1.0
4753,MADXESLRZDMEKU-UHFFFAOYSA-N,-1.0
4754,MAECILYKCQUQAF-UHFFFAOYSA-N,-1.0
4755,MAEIEVLCKWDQJH-UHFFFAOYSA-N,-1.0
4756,MAEUCLAFSZSYJR-UHFFFAOYSA-N,-1.0
4757,MAHQKZVKHHRXNA-UHFFFAOYSA-N,-1.0
4758,MAHWFBIBHDZFCZ-UHFFFAOYSA-N,-1.0
4759,MAMUGDCJLAKCPT-UHFFFAOYSA-N,-1.0
4760,MAOPJHOUQJUPDK-UHFFFAOYSA-N,-1.0
4761,MARYDHBQWVLAFX-LOAKGGRCSA-N,-1.0
4762,MARYDHBQWVLAFX-YGJQFJFHSA-N,-1.0
4763,MASVYRJFLZAGNC-UHFFFAOYSA-N,-1.0
4764,MATSUFORSCSJSR-UHFFFAOYSA-N,-1.0
4765,MAUONHAEARXFHE-UHFFFAOYSA-N,-1.0
4766,MAVWAUNAOWRFBW-UHFFFAOYSA-N,-1.0
4767,MAWWLDSICPSISK-KGENOOAVSA-N,-1.0
4768,MAXKXFCAXVTFOH-UHFFFAOYSA-N,-1.0
4769,MAXRLMQGJHWTLO-UHFFFAOYSA-N,-1.0
4770,MBAWOCYLSWCWEY-UHFFFAOYSA-N,-1.0
4771,MBBXYEPIGVZHCE-UHFFFAOYSA-N,-1.0
4772,MBCDSNRTILSULC-UHFFFAOYSA-N,-1.0
4773,MBCNBIJDGYZRSY-UHFFFAOYSA-N,-1.0
4774,MBDKMTNWROYAPG-UHFFFAOYSA-N,-1.0
4775,MBENVHPUZJYPSD-UHFFFAOYSA-N,-1.0
4776,MBGGBVCUIVRRBF-UHFFFAOYSA-N,0.0
4777,MBIBRDAYPLTCFX-UHFFFAOYSA-N,-1.0
4778,MBIKWKCJOBYLIT-UHFFFAOYSA-N,-1.0
4779,MBMBGCFOFBJSGT-KUBAVDMBSA-N,0.0
4780,MBMSEQXNHWPJPP-UHFFFAOYSA-N,-1.0
4781,MBMXLACYDMNHQW-UHFFFAOYSA-N,-1.0
4782,MBPWVWICSKSXNP-UHFFFAOYSA-N,-1.0
4783,MBQCDYMTQRDDJC-UHFFFAOYSA-N,-1.0
4784,MBQKISRWBNFPED-UHFFFAOYSA-N,-1.0
4785,MBSCPVGGCCNQCY-UHFFFAOYSA-N,-1.0
4786,MBUXEGUOLZAIGI-UHFFFAOYSA-N,-1.0
4787,MBVNCKWMUMLRFQ-UHFFFAOYSA-N,-1.0
4788,MBZKDBQDALOSRP-UHFFFAOYSA-N,-1.0
4789,MCAIPVUGMRIXBJ-UHFFFAOYSA-N,-1.0
4790,MCEKMHPPYCOROC-UHFFFAOYSA-N,-1.0
4791,MCGDILBNDMXNQR-UHFFFAOYSA-N,-1.0
4792,MCGGSGQMWHQCGO-UHFFFAOYSA-N,-1.0
4793,MCJXNBRGFCMFNB-RIPRBREISA-N,-1.0
4794,MCMSJVMUSBZUCN-YYDJUVGSSA-N,-1.0
4795,MCNGUYXRBCIGOV-UHFFFAOYSA-N,-1.0
4796,MCNJLHYXCXJOCF-UHFFFAOYSA-N,-1.0
4797,MCOJFHYNZBKTQP-TWOQFEAHSA-N,-1.0
4798,MCSFXOOAQRIUGA-UHFFFAOYSA-N,-1.0
4799,MCSWAMRQUGVYPC-UHFFFAOYSA-N,-1.0
4800,MCTNKYYXTQPWJJ-UHFFFAOYSA-N,-1.0
4801,MCWFXQXXVFZOIE-UHFFFAOYSA-N,-1.0
4802,MCYRPUWJNNPZAT-UHFFFAOYSA-N,-1.0
4803,MCYVKFXWVMREIA-UHFFFAOYSA-N,-1.0
4804,MDBPWUBAVKPIAN-UHFFFAOYSA-N,-1.0
4805,MDEDEXBBJJVJHL-UHFFFAOYSA-N,-1.0
4806,MDEDRWLOWXJCQI-UHFFFAOYSA-N,-1.0
4807,MDHGRLQRUCJZPE-UHFFFAOYSA-N,-1.0
4808,MDHXRSDCPWIQIZ-BOPFTXTBSA-N,-1.0
4809,MDKGKXOCJGEUJW-UHFFFAOYSA-N,-1.0
4810,MDKMCQYBVAECJP-QLFBSQMISA-N,-1.0
4811,MDLHXDJFBNRUMM-UHFFFAOYSA-N,-1.0
4812,MDMWHKZANMNXTF-UHFFFAOYSA-N,-1.0
4813,MDMWKXBMIDPICX-UHFFFAOYSA-N,-1.0
4814,MDNSDWBRMYCHDV-UHFFFAOYSA-N,-1.0
4815,MDNWOSOZYLHTCG-UHFFFAOYSA-N,0.0
4816,MDPIEEVCGADTQR-UHFFFAOYSA-N,-1.0
4817,MDPOIDZODHXWHQ-UHFFFAOYSA-N,-1.0
4818,MDRFRNBHBAVMDP-UHFFFAOYSA-N,-1.0
4819,MDRZBFNKPZFCGE-UHFFFAOYSA-N,-1.0
4820,MDRZZFBPVFJTIQ-UHFFFAOYSA-N,-1.0
4821,MDSQYPIECGFRON-UHFFFAOYSA-N,0.0
4822,MDTLAHMQZNZXSI-UHFFFAOYSA-N,-1.0
4823,MDTNSUYILIPXHT-UHFFFAOYSA-N,-1.0
4824,MDTQCJOKEKYTAL-UHFFFAOYSA-N,-1.0
4825,MDVGURPVGABTFV-KVSUUNMHSA-N,-1.0
4826,MDVQAMMRMRWHPC-UHFFFAOYSA-N,-1.0
4827,MDXJJOKTGDJRNN-UHFFFAOYSA-N,-1.0
4828,MDYNVKNLFNKQJO-UHFFFAOYSA-N,-1.0
4829,MDZYJSPZSKETNW-UHFFFAOYSA-N,-1.0
4830,MEACCDYDYGCTLV-UHFFFAOYSA-N,-1.0
4831,MEAZJYZPOWUZGB-UHFFFAOYSA-N,-1.0
4832,MEBZGLZNIWIHGA-UHFFFAOYSA-N,-1.0
4833,MEJMTXOOFVGIJM-CPVANYHMSA-N,-1.0
4834,MEJMTXOOFVGIJM-DGGNIJSCSA-N,-1.0
4835,MEJMTXOOFVGIJM-FSDPBTBWSA-N,-1.0
4836,MEJMTXOOFVGIJM-KAMGSVSWSA-N,-1.0
4837,MEJMTXOOFVGIJM-KUFVDZEESA-N,-1.0
4838,MEJMTXOOFVGIJM-LQZKXZFMSA-N,-1.0
4839,MEJMTXOOFVGIJM-MBWUYLOXSA-N,-1.0
4840,MEJMTXOOFVGIJM-OJNHJINQSA-N,-1.0
4841,MEJMTXOOFVGIJM-PZNASWHRSA-N,-1.0
4842,MEJMTXOOFVGIJM-UJUOIFIWSA-N,-1.0
4843,MEJMTXOOFVGIJM-VCTIXIOLSA-N,-1.0
4844,MEKUCHQKXBAKLQ-UHFFFAOYSA-N,-1.0
4845,MELBHLSUSRXGSC-YPKPFQOOSA-N,-1.0
4846,MENVPFREXUPMCN-UHFFFAOYSA-N,-1.0
4847,MEOGKJOTLWVCRS-RMKNXTFCSA-N,0.0
4848,MEOPKNOHIKFEFO-JYRVWZFOSA-N,-1.0
4849,MESADALDHZDWFQ-UHFFFAOYSA-N,-1.0
4850,MESVHWNKLKGEMS-UHFFFAOYSA-N,-1.0
4851,MESWQEBVROHANN-DXIQSLLYSA-N,-1.0
4852,MESWQEBVROHANN-JQVVWYNYSA-N,-1.0
4853,MESWQEBVROHANN-NNMXDRDESA-N,-1.0
4854,MESWQEBVROHANN-WOIUINJBSA-N,-1.0
4855,MESWQEBVROHANN-XQBPLPMBSA-N,-1.0
4856,METKIMKYRPQLGS-GFCCVEGCSA-N,0.0
4857,METKIMKYRPQLGS-LBPRGKRZSA-N,-1.0
4858,METKIMKYRPQLGS-UHFFFAOYSA-N,0.0
4859,MEXLAWWGIJKKDH-UHFFFAOYSA-N,0.0
4860,MEYBRRDRZNYOBF-UHFFFAOYSA-N,-1.0
4861,MEYVZYSCAJMFHA-UHFFFAOYSA-N,-1.0
4862,MEZLKOACVSPNER-GFCCVEGCSA-N,0.0
4863,MEZZCSHVIGVWFI-UHFFFAOYSA-N,-1.0
4864,MFABSAUNVKQXNQ-ZWOKBUDYSA-N,-1.0
4865,MFAZQFJXOGDEOA-UHFFFAOYSA-N,-1.0
4866,MFDFERRIHVXMIY-UHFFFAOYSA-N,-1.0
4867,MFEWOASOCGWVJY-UHFFFAOYSA-N,-1.0
4868,MFGUMQDQSZWCCQ-UHFFFAOYSA-N,-1.0
4869,MFLNIGJUHNYFBE-STBHAXGISA-N,-1.0
4870,MFRHFEWSEQENDR-UHFFFAOYSA-N,-1.0
4871,MFSXUZSBFVWAKZ-UHFFFAOYSA-N,-1.0
4872,MFTVFXPJYXZUGK-UHFFFAOYSA-N,-1.0
4873,MFVJXLPANKSLLD-UHFFFAOYSA-N,-1.0
4874,MFWXTLPJAFKOSC-UHFFFAOYSA-N,-1.0
4875,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,-1.0
4876,MFZWMTSUNYWVBU-UHFFFAOYSA-N,-1.0
4877,MGBRLXRWGJGUPU-UHFFFAOYSA-N,-1.0
4878,MGCQYWNPOGORCE-PTGBLXJZSA-N,-1.0
4879,MGDZMXRQAZCEAN-UHFFFAOYSA-N,-1.0
4880,MGFIPLUDFSCRIT-QXAKKESOSA-N,-1.0
4881,MGHRGGHCCMMDND-ONEGZZNKSA-N,-1.0
4882,MGIXZCJBXIHKQQ-UHFFFAOYSA-N,-1.0
4883,MGJMAATXYOZQJS-UHFFFAOYSA-N,-1.0
4884,MGJTUWIRWFUWOF-UHFFFAOYSA-N,-1.0
4885,MGNASFRGYKAMPD-UHFFFAOYSA-N,-1.0
4886,MGPLWXMMDWAEOO-UHFFFAOYSA-N,-1.0
4887,MGSHIAIRIYECSG-UHFFFAOYSA-N,-1.0
4888,MGTUSCSBWRYSNB-UHFFFAOYSA-N,-1.0
4889,MGUJPNBADSXKKA-UHFFFAOYSA-N,-1.0
4890,MGVRNMUKTZOQOW-UHFFFAOYSA-N,-1.0
4891,MGYBOASQYQNJPU-UHFFFAOYSA-N,-1.0
4892,MGYIGSPQIHQSAA-VAWYXSNFSA-N,-1.0
4893,MGZAAXJGZDYWMW-UHFFFAOYSA-N,0.0
4894,MHDRXRCSSCURNQ-UHFFFAOYSA-N,0.0
4895,MHGGQJRIOQBKBK-UYPAYLBCSA-N,-1.0
4896,MHGGQJRIOQBKBK-XWXLMPLOSA-N,-1.0
4897,MHIKKOAYWFREPC-UHFFFAOYSA-N,-1.0
4898,MHIZILWBZBKEHC-UHFFFAOYSA-N,-1.0
4899,MHJAJFKAOWXGFR-UHFFFAOYSA-N,-1.0
4900,MHKFSUVKILPXAD-UHFFFAOYSA-N,-1.0
4901,MHMKWRMLSVEIRZ-BUHFOSPRSA-N,-1.0
4902,MHMXZDIZADPLOU-UHFFFAOYSA-N,-1.0
4903,MHNCNEAYEIKRDF-UHFFFAOYSA-N,-1.0
4904,MHNSOBBJZCWUGS-UHFFFAOYSA-N,-1.0
4905,MHPMZNKSCNJFHV-UHFFFAOYSA-N,-1.0
4906,MHSYGIYISFNELB-UHFFFAOYSA-N,-1.0
4907,MHTRURIKBXQYST-UHFFFAOYSA-N,-1.0
4908,MHUJEWLSKBMXEZ-UHFFFAOYSA-N,-1.0
